M,MaxLayer,EFC,EFS,HammingThreshold,Recall,AvgQueryTime_ms,DistOpsPerQuery,BuildTime_ms,QPS
32,7,2000,656,41,0.98316,2.568167,15554.2516,3691.240794,389.382734
32,7,2000,672,41,0.98344,2.366552,15840.3159,4069.892726,422.555686
32,7,2000,688,41,0.98379,2.39353,16123.5057,3599.802291,417.792968
32,7,2000,704,41,0.98415,2.493801,16404.4191,3815.167384,400.994373
32,7,2000,720,41,0.98449,2.511658,16684.2627,3647.403592,398.143405
32,7,2000,736,41,0.98489,2.584471,16962.1645,3619.554932,386.926328
32,7,2000,752,41,0.98534,2.656788,17238.2785,4296.894021,376.394348
32,7,2000,768,41,0.98562,2.663977,17511.7623,3515.711017,375.378581
32,7,2000,784,41,0.98594,3.489008,17784.4028,3543.836112,286.614412
32,7,2000,800,41,0.98631,2.54643,18054.3853,4426.501047,392.706649
32,7,2000,816,41,0.98663,2.611967,18322.7638,3898.663156,382.853295
32,7,2000,832,41,0.98685,2.613341,18589.257,3861.94345,382.651934
32,7,2000,848,41,0.98707,2.667752,18854.5798,4016.166293,374.847482
32,7,2000,864,41,0.98734,3.050472,19119.0118,3921.721972,327.818171
32,7,2000,880,41,0.9875,2.80066,19381.4175,4285.068029,357.058735
32,7,2000,896,41,0.98775,2.717601,19642.2895,3908.47104,367.971625
32,7,2000,912,41,0.98797,2.81849,19901.3815,3963.736103,354.799945
32,7,2000,928,41,0.98826,2.890714,20158.5745,4006.349,345.935276
32,7,2000,944,41,0.9884,2.975874,20415,3352.796128,336.035715
32,7,2000,960,41,0.98856,2.916167,20669.7214,4908.567725,342.915934
32,7,2000,976,41,0.9887,3.053876,20923.2075,4334.720769,327.452725
32,7,2000,992,41,0.98884,3.116118,21175.4334,3994.53352,320.912072
32,7,2000,1008,41,0.98906,3.168026,21425.5099,3957.165392,315.653956
32,7,2000,1024,41,0.98919,3.549482,21674.9158,3419.958046,281.731263
40,7,2000,128,41,0.92644,0.615923,5154.865,6058.282188,1623.580888
40,7,2000,144,41,0.93468,0.677153,5659.6913,4180.51155,1476.771556
40,7,2000,160,41,0.94117,0.744108,6153.347,4211.996311,1343.891341
40,7,2000,176,41,0.94652,0.809364,6637.4763,4202.953221,1235.538754
40,7,2000,192,41,0.95136,0.880944,7113.2925,4217.704882,1135.145832
40,7,2000,208,41,0.95526,0.925551,7579.7149,4198.038146,1080.43787
40,7,2000,224,41,0.95882,1.011259,8038.3363,4259.334915,988.866382
40,7,2000,240,41,0.96176,1.06183,8487.7669,4172.480119,941.769965
40,7,2000,256,41,0.9646,1.118751,8931.6257,4305.013471,893.853933
40,7,2000,272,41,0.96685,1.165248,9367.0433,3548.42643,858.186172
40,7,2000,288,41,0.96897,1.606784,9796.6743,4142.669984,622.36127
40,7,2000,304,41,0.9708,1.301127,10220.6677,5070.93101,768.56436
40,7,2000,320,41,0.97247,1.364058,10638.3908,3568.991702,733.106841
40,7,2000,336,41,0.97375,1.412796,11051.0559,4181.545497,707.816314
40,7,2000,352,41,0.97508,1.474516,11458.6513,4189.163533,678.188452
40,7,2000,368,41,0.97635,1.505142,11860.9205,4239.006915,664.389246
40,7,2000,384,41,0.97742,1.550426,12258.273,4208.635486,644.984202
40,7,2000,400,41,0.97849,1.660517,12651.6772,4200.561293,602.222209
40,7,2000,416,41,0.97937,2.075142,13040.1497,4301.375592,481.894717
40,7,2000,432,41,0.98056,1.771158,13424.307,4755.182081,564.602382
40,7,2000,448,41,0.98153,1.827063,13804.5326,3646.666547,547.326621
40,7,2000,464,41,0.98233,1.902661,14180.8884,4292.696412,525.579605
40,7,2000,480,41,0.98299,1.920301,14553.4222,4147.675171,520.751666
40,7,2000,496,41,0.98371,1.9812,14922.3724,4141.291391,504.744548
40,7,2000,512,41,0.98427,2.10476,15288.1986,4161.741765,475.113619
40,7,2000,528,41,0.98487,2.497385,15648.9701,4211.106792,400.418889
40,7,2000,544,41,0.98546,2.214153,16008.7174,4620.532684,451.639971
40,7,2000,560,41,0.98586,2.27372,16363.671,4241.240269,439.807881
40,7,2000,576,41,0.98629,2.31292,16715.6622,4240.228689,432.35388
40,7,2000,592,41,0.98657,2.377869,17064.6342,4227.013485,420.54461
40,7,2000,608,41,0.98689,2.45357,17411.4962,4227.633484,407.569438
40,7,2000,624,41,0.98732,2.898292,17754.9216,4191.147315,345.030831
40,7,2000,640,41,0.98774,2.547704,18095.938,5078.449779,392.510313
40,7,2000,656,41,0.98798,2.57549,18434.244,4198.060711,388.275658
40,7,2000,672,41,0.98834,2.616662,18770.1227,4156.973912,382.166285
40,7,2000,688,41,0.98857,2.633111,19102.7397,4158.275688,379.778876
40,7,2000,704,41,0.98877,3.070277,19431.8996,4134.705007,325.703485
40,7,2000,720,41,0.98908,2.768033,19759.6875,4704.989663,361.267392
40,7,2000,736,41,0.98928,2.863457,20085.8128,4181.26588,349.228247
40,7,2000,752,41,0.98944,2.84031,20409.4544,3448.400388,352.074279
40,7,2000,768,41,0.98967,2.97621,20729.9401,4179.981628,335.997758
40,7,2000,784,41,0.98986,3.317827,21048.1816,4190.611944,301.402134
40,7,2000,800,41,0.99006,3.088434,21364.5591,4783.481217,323.788652
40,7,2000,816,41,0.99022,3.097446,21678.73,4171.270308,322.846631
40,7,2000,832,41,0.99035,3.210036,21991.278,3558.625587,311.522993
40,7,2000,848,41,0.99057,3.265119,22300.3642,4235.285307,306.267588
40,7,2000,864,41,0.99071,3.745645,22609.06,4322.649386,266.976715
40,7,2000,880,41,0.99083,3.392953,22915.3094,4260.975501,294.728482
40,7,2000,896,41,0.99099,3.462461,23220.7354,4412.525148,288.811953
40,7,2000,912,41,0.99111,3.45721,23522.3422,4236.633957,289.250612
40,7,2000,928,41,0.99132,3.822789,23822.4313,4205.679696,261.589093
40,7,2000,944,41,0.9914,3.568768,24121.0648,4766.603021,280.208728
40,7,2000,960,41,0.9915,3.636372,24417.9705,4252.981005,274.999369
40,7,2000,976,41,0.9916,3.65765,24713.9479,4180.616075,273.399623
40,7,2000,992,41,0.99169,3.732392,25007.1192,4158.586588,267.924714
40,7,2000,1008,41,0.99178,4.190867,25297.9103,4167.543274,238.614095
40,7,2000,1024,41,0.99186,3.845042,25588.0021,5160.281363,260.075211
57,7,2000,128,41,0.93961,0.781534,6494.4747,6211305.001,1279.534717
57,7,2000,144,41,0.9468,0.922786,7138.3459,5512.536072,1083.674454
57,7,2000,160,41,0.95275,0.92966,7764.3429,3680.130385,1075.662288
57,7,2000,176,41,0.95785,0.99919,8377.4889,4705.494626,1000.810663
57,7,2000,192,41,0.96225,1.109982,8982.1349,4700.653299,900.915426
57,7,2000,208,41,0.96583,1.15316,9572.8917,4724.184752,867.182546
57,7,2000,224,41,0.96883,1.267898,10153.9603,4817.272664,788.70706
57,7,2000,240,41,0.9713,1.365357,10723.2449,3604.525571,732.409276
57,7,2000,256,41,0.9738,1.801265,11284.316,4757.072851,555.165396
57,7,2000,272,41,0.97586,1.503729,11835.3795,5403.485612,665.013287
57,7,2000,288,41,0.97754,1.569103,12378.2268,4732.746385,637.306646
57,7,2000,304,41,0.97903,1.663056,12912.6424,3668.13258,601.302732
57,7,2000,320,41,0.98025,1.681777,13439.7248,4668.781267,594.609322
57,7,2000,336,41,0.98157,1.801336,13960.7844,4674.448517,555.143416
57,7,2000,352,41,0.98261,1.849365,14473.5668,4650.016797,540.726102
57,7,2000,368,41,0.98362,2.302315,14979.3757,4662.915415,434.345487
57,7,2000,384,41,0.9843,2.046769,15479.9827,5409.064022,488.57488
57,7,2000,400,41,0.98512,2.102091,15973.2314,4684.987756,475.716877
57,7,2000,416,41,0.9859,2.147467,16461.8446,3583.527053,465.664825
57,7,2000,432,41,0.98652,2.247647,16943.6805,3602.259627,444.909813
57,7,2000,448,41,0.98709,2.313089,17420.3525,3587.302059,432.32237
57,7,2000,464,41,0.98765,2.625569,17891.8036,4667.12656,380.86977
57,7,2000,480,41,0.9882,2.448012,18358.0255,4349.826191,408.494693
57,7,2000,496,41,0.98875,2.516485,18819.8275,4734.189392,397.379717
57,7,2000,512,41,0.98916,2.624614,19276.5713,4631.620398,381.008422
57,7,2000,528,41,0.98955,2.70298,19726.6338,4671.434426,369.961995
57,7,2000,544,41,0.98989,2.709849,20175.1147,4629.795667,369.024286
57,7,2000,560,41,0.99028,3.273204,20618.9989,4807.711736,305.511081
57,7,2000,576,41,0.99058,2.858168,21058.5154,5351.785188,349.874505
57,7,2000,592,41,0.99087,2.968995,21492.5866,4687.727415,336.814276
57,7,2000,608,41,0.99108,3.018762,21923.3273,3601.376725,331.261618
57,7,2000,624,41,0.99134,3.102619,22351.3234,4866.195158,322.308378
57,7,2000,640,41,0.99146,3.627084,22774.2665,4599.464651,275.703584
57,7,2000,656,41,0.99164,3.24543,23194.3395,4484.109325,308.1256
57,7,2000,672,41,0.99179,3.388785,23610.2965,4757.858667,295.091014
57,7,2000,688,41,0.99193,3.405275,24022.9049,4726.705091,293.662039
57,7,2000,704,41,0.99214,3.906852,24430.7868,4696.227955,255.960563
57,7,2000,720,41,0.99232,3.532034,24835.5177,5505.455317,283.123009
57,7,2000,736,41,0.99243,3.614048,25239.1728,4826.432325,276.698067
57,7,2000,752,41,0.99257,3.656603,25638.2518,4681.500531,273.477893
57,7,2000,768,41,0.99277,4.145823,26034.6897,4709.461806,241.206637
57,7,2000,784,41,0.99292,3.833135,26427.0695,5539.079024,260.883036
57,7,2000,800,41,0.99303,3.909233,26817.3322,4919.419471,255.804641
57,7,2000,816,41,0.99313,3.974255,27204.7853,3674.389811,251.619514
57,7,2000,832,41,0.99317,4.377414,27589.2872,4789.560769,228.445404
57,7,2000,848,41,0.99326,4.006493,27970.052,5563.218112,249.594832
57,7,2000,864,41,0.99329,4.09258,28348.935,4735.192104,244.344637
57,7,2000,880,41,0.99337,4.076853,28725.8893,4820.147839,245.287239
57,7,2000,896,41,0.99341,4.751883,29099.4937,4661.064781,210.442893
57,7,2000,912,41,0.9935,4.256315,29470.5274,5424.794716,234.945008
57,7,2000,928,41,0.99357,4.415933,29839.2017,4696.776734,226.452709
57,7,2000,944,41,0.9936,4.608801,30205.4018,4697.829844,216.976166
57,7,2000,960,41,0.99369,4.971346,30569.2382,4988.444383,201.152777
57,7,2000,976,41,0.99375,4.767166,30929.7532,5305.992667,209.768222
57,7,2000,992,41,0.9938,4.744804,31288.3674,4729.978726,210.756852
57,7,2000,1008,41,0.99385,5.304258,31644.7767,4718.300463,188.527788
57,7,2000,1024,41,0.99387,4.70137,31998.6779,5478.463121,212.703957
64,7,2000,128,41,0.94188,0.838028,6898.7823,7160717.156,1193.277079
64,7,2000,144,41,0.94905,0.931668,7581.8402,4001.423299,1073.343581
64,7,2000,160,41,0.95483,0.997634,8248.9973,5079.873082,1002.371887
64,7,2000,176,41,0.95984,1.093951,8900.8636,4879.628548,914.118078
64,7,2000,192,41,0.96429,1.15104,9542.7401,4883.535751,868.779528
64,7,2000,208,41,0.96739,1.268463,10171.1496,4833.472507,788.355697
64,7,2000,224,41,0.97043,1.35469,10789.3469,3753.703765,738.176168
64,7,2000,240,41,0.97269,1.812525,11394.5952,4847.117535,551.716443
64,7,2000,256,41,0.97502,1.530952,11990.9151,5577.434527,653.188421
64,7,2000,272,41,0.97692,1.607742,12576.9783,5089.796084,621.990506
64,7,2000,288,41,0.97866,1.683909,13153.7366,3608.492247,593.856276
64,7,2000,304,41,0.98005,1.73952,13721.442,4891.156236,574.871387
64,7,2000,320,41,0.9812,1.827333,14281.6603,5099.538256,547.245526
64,7,2000,336,41,0.98237,1.900007,14834.4169,4899.798869,526.313868
64,7,2000,352,41,0.98346,2.018782,15379.7821,4859.139439,495.348085
64,7,2000,368,41,0.98443,2.176096,15915.9126,6092.66156,459.538502
64,7,2000,384,41,0.9851,2.171165,16446.8,5331.950485,460.582239
64,7,2000,400,41,0.9859,2.241734,16970.5153,4888.459687,446.083244
64,7,2000,416,41,0.98662,2.299028,17487.9616,4871.839386,434.966389
64,7,2000,432,41,0.98718,2.35906,17999.1399,4934.950603,423.897705
64,7,2000,448,41,0.98771,2.303956,18505.1418,2262.260894,434.036156
64,7,2000,464,41,0.98823,2.813721,19003.9977,6919.259457,355.40121
64,7,2000,480,41,0.9888,2.587901,19498.5824,5519.646088,386.413481
64,7,2000,496,41,0.98924,2.649978,19987.8605,4985.829886,377.361613
64,7,2000,512,41,0.98957,2.743318,20470.8679,4918.704773,364.522117
64,7,2000,528,41,0.98986,2.805825,20947.5813,5081.858642,356.401428
64,7,2000,544,41,0.9902,3.324131,21422.6487,4795.626387,300.830523
64,7,2000,560,41,0.99052,3.012909,21891.7923,4591.722647,331.905178
64,7,2000,576,41,0.9908,3.087327,22356.763,4859.48508,323.904817
64,7,2000,592,41,0.99107,3.144174,22816.202,4957.420325,318.048533
64,7,2000,608,41,0.99133,3.19618,23271.2399,4862.545663,312.873524
64,7,2000,624,41,0.99153,3.623939,23723.2412,4912.369382,275.94281
64,7,2000,640,41,0.99168,3.29828,24171.0202,5438.785455,303.188325
64,7,2000,656,41,0.99179,3.416783,24615.109,4827.795161,292.67298
64,7,2000,672,41,0.99194,3.508759,25054.12,4107.514346,285.001023
64,7,2000,688,41,0.99212,4.026076,25490.5038,4862.618138,248.380794
64,7,2000,704,41,0.99223,3.695542,25921.041,4429.026702,270.596268
64,7,2000,720,41,0.9924,3.710647,26349.1625,4813.196476,269.494752
64,7,2000,736,41,0.99256,3.768765,26774.5704,4900.549128,265.338932
64,7,2000,752,41,0.99268,4.269365,27195.3718,4851.949848,234.226871
64,7,2000,768,41,0.99283,3.981224,27614.1143,5304.988679,251.179027
64,7,2000,784,41,0.99298,4.052139,28027.5324,5014.353941,246.783261
64,7,2000,800,41,0.9931,4.138144,28438.8986,3912.736995,241.654234
64,7,2000,816,41,0.99318,4.689431,28847.7588,4921.374617,213.245505
64,7,2000,832,41,0.99324,4.320271,29253.1225,5591.08714,231.466939
64,7,2000,848,41,0.99329,4.371319,29654.8042,4925.885588,228.763909
64,7,2000,864,41,0.99336,4.723867,30054.065,4931.97664,211.690956
64,7,2000,880,41,0.99342,4.393996,30450.8428,5316.276065,227.583256
64,7,2000,896,41,0.99344,4.56804,30844.7218,3850.994865,218.91228
64,7,2000,912,41,0.99346,4.633646,31235.016,4842.288102,215.812752
64,7,2000,928,41,0.99355,5.138333,31623.342,4901.353435,194.615633
64,7,2000,944,41,0.99359,4.614958,32009.0376,5533.79303,216.68671
64,7,2000,960,41,0.99366,4.814289,32391.2158,3845.769432,207.714999
64,7,2000,976,41,0.99371,5.410019,32771.0329,4957.90554,184.842227
64,7,2000,992,41,0.99377,5.01339,33148.3229,5434.567318,199.46583
64,7,2000,1008,41,0.99381,5.111381,33523.0997,5021.218908,195.641848
64,7,2000,1024,41,0.99383,5.580052,33895.1717,3903.646687,179.209813
