timestamp,trial_id,m,max_layer,efc,efs,K,avg_recall,avg_time_ms,build_time_ms,reward_score,status
2025-11-26T06:17:43.397283,76,45,16,454,578,6,0.98402,2.643465,454851.125,378.6633714,COMPLETE
2025-11-26T10:25:09.971820,100,45,16,593,548,10,0.98529,2.655401,636302.0388,377.0899556,COMPLETE
2025-11-28T06:53:15.842222,217,46,19,594,552,10,0.98555,2.684418,896562.5626,373.045226,COMPLETE
2025-11-26T05:29:58.459549,71,36,16,556,600,5,0.98404,2.689843,545869.948,372.1429099,COMPLETE
2025-11-27T14:59:43.517906,211,52,15,990,515,14,0.98866,2.695639,1618611.057,371.8055549,COMPLETE
2025-11-28T05:02:34.431994,210,43,11,951,525,10,0.98714,2.69885,1503576.448,371.2121879,COMPLETE
2025-11-26T14:06:23.134463,109,38,16,570,621,14,0.98615,2.721751,539641.7712,367.9955383,COMPLETE
2025-11-27T01:17:34.939946,161,39,13,542,645,1,0.9867,2.724956,744193.7978,367.6184026,COMPLETE
2025-11-26T22:24:43.129340,145,36,10,327,743,22,0.98257,2.73725,387324.8437,365.5571671,COMPLETE
2025-11-28T03:59:23.002958,207,59,19,494,588,10,0.98637,2.746942,735185.3362,364.6481774,COMPLETE
2025-11-27T22:33:54.485723,187,48,20,465,623,10,0.98632,2.756798,665038.5278,363.3416712,COMPLETE
2025-11-26T20:46:48.588257,135,40,9,358,759,20,0.98586,2.805086,435076.4278,357.0513089,COMPLETE
2025-11-26T00:02:10.148897,41,45,16,677,596,0,0.98797,2.821029,713031.8557,355.2475814,COMPLETE
2025-11-27T06:54:36.873300,184,47,10,716,586,6,0.98843,2.837493,1093685.73,353.2367769,COMPLETE
2025-11-26T02:20:10.492492,52,39,16,605,681,2,0.98887,2.846005,579245.6777,352.226727,COMPLETE
2025-11-26T23:29:40.094137,150,64,4,247,793,23,0.98224,2.843581,287376.711,351.8632508,COMPLETE
2025-11-28T03:33:30.584017,205,39,17,999,585,10,0.98828,2.858906,1513385.615,350.5821482,COMPLETE
2025-11-26T01:54:51.970389,50,40,16,570,611,1,0.98654,2.88771,541902.3811,346.9191612,COMPLETE
2025-11-26T10:36:20.253480,101,47,16,655,574,10,0.9873,2.922408,733318.7501,342.8835692,COMPLETE
2025-11-26T04:45:26.359506,66,30,16,628,730,4,0.98552,2.942873,569847.5171,340.3259943,COMPLETE
2025-11-26T20:54:35.071069,136,44,11,324,802,20,0.98604,2.953124,381093.8467,339.1984533,COMPLETE
2025-11-26T05:03:44.948355,68,31,16,581,657,5,0.98342,2.964465,522735.7248,337.6409953,COMPLETE
2025-11-28T04:37:01.700760,209,38,19,461,679,10,0.98587,2.969116,625836.6648,337.3575831,COMPLETE
2025-11-27T09:12:47.918333,192,51,13,703,612,9,0.9896,2.98133,1092673.244,336.3507686,COMPLETE
2025-11-28T07:39:25.422127,220,63,15,612,604,10,0.98907,2.99105,961589.2512,335.2077534,COMPLETE
2025-11-27T06:18:48.890225,182,49,12,705,625,6,0.98974,2.996991,1081348.985,334.6120023,COMPLETE
2025-11-26T23:21:21.991128,149,44,10,361,755,23,0.98638,2.994221,465125.2463,334.5846838,COMPLETE
2025-11-28T14:01:10.844000,9,60,5,210,725,10,0.9862,3.043,,331.7762266,COMPLETE
2025-11-27T10:27:49.314112,196,48,9,731,602,10,0.98916,3.022386,1119174.938,331.750423,COMPLETE
2025-11-26T02:38:56.273720,54,34,16,631,766,2,0.98888,3.027447,566250.7067,331.1693151,COMPLETE
2025-11-28T03:07:46.785480,204,32,19,396,750,10,0.98394,3.023853,486962.9789,331.0679066,COMPLETE
2025-11-27T08:45:08.979923,190,55,10,656,633,8,0.99002,3.054027,1010142.521,328.4085289,COMPLETE
2025-11-27T23:38:34.295932,191,56,19,623,615,10,0.98938,3.057919,985182.1761,327.9277804,COMPLETE
2025-11-26T05:53:18.727259,73,36,16,611,679,5,0.98758,3.067069,578275.0436,326.7721809,COMPLETE
2025-11-27T13:09:24.692831,206,45,8,558,692,13,0.98972,3.072039,798557.3493,326.4587008,COMPLETE
2025-11-26T01:15:38.244690,46,39,16,611,743,1,0.99032,3.095767,580734.0598,324.0237261,COMPLETE
2025-11-27T06:03:14.936325,181,42,14,624,687,6,0.99001,3.128415,900096.4229,320.6216857,COMPLETE
2025-11-26T07:19:48.083611,82,45,16,578,621,7,0.98792,3.13741,611437.777,319.4962426,COMPLETE
2025-11-27T05:14:01.823941,177,31,14,714,764,5,0.98782,3.14767,895691.5654,318.4473111,COMPLETE
2025-11-27T10:47:01.018447,197,54,13,715,642,10,0.99075,3.185417,1115772.405,314.9756408,COMPLETE
2025-11-26T03:56:52.939322,61,41,16,757,718,3,0.99145,3.187731,779972.3906,314.817756,COMPLETE
2025-11-26T08:54:35.151746,92,42,16,687,646,8,0.98945,3.216929,724986.5889,311.7704774,COMPLETE
2025-11-27T00:06:29.564465,154,38,11,499,767,0,0.98875,3.226021,685818.4281,310.8243833,COMPLETE
2025-11-28T13:13:14.468000,2,56,4,400,665,10,0.9906,3.281,,310.0536235,COMPLETE
2025-11-27T02:20:04.366284,166,45,13,566,726,2,0.99064,3.236955,820335.3356,309.9663145,COMPLETE
2025-11-28T05:37:58.419874,213,52,14,439,697,10,0.98837,3.235512,625612.8324,309.8770946,COMPLETE
2025-11-27T12:20:14.188324,202,49,14,684,676,12,0.99116,3.244633,1045016.66,309.2872665,COMPLETE
2025-11-27T07:13:22.263139,185,57,7,710,648,7,0.99098,3.253158,1118538.388,308.4616157,COMPLETE
2025-11-28T15:06:18.937000,16,60,7,360,560,10,0.9884,3.319,,305.481047,COMPLETE
2025-11-26T07:40:00.439483,84,41,16,645,662,7,0.98938,3.287156,682371.902,305.1223421,COMPLETE
2025-11-26T07:52:01.960804,85,32,16,557,742,7,0.98667,3.298521,495786.8041,303.8031766,COMPLETE
2025-11-26T08:51:12.532577,91,63,16,208,887,8,0.98136,3.293576,161628.7236,303.7273526,COMPLETE
2025-11-27T01:43:11.006793,163,40,20,830,715,1,0.99148,3.30731,1221134.821,303.4785286,COMPLETE
2025-11-26T06:25:48.316672,77,29,16,686,759,6,0.9857,3.342043,583941.6779,299.7581728,COMPLETE
2025-11-27T04:13:27.944698,173,38,14,529,779,4,0.98962,3.358207,719411.8472,298.7099512,COMPLETE
2025-11-25T21:29:54.139710,29,61,16,840,674,21,0.99264,3.392421,973582.3005,296.0087346,COMPLETE
2025-11-25T19:54:28.882310,19,48,16,500,800,19,0.99149,3.405897,519019.1295,294.7274092,COMPLETE
2025-11-26T23:34:59.424624,151,44,11,381,848,23,0.98915,3.415286,509385.0987,293.6862471,COMPLETE
2025-11-26T13:52:52.722354,108,49,16,712,671,13,0.99104,3.474047,771781.9602,288.9227251,COMPLETE
2025-11-26T09:18:37.643735,94,34,16,541,768,9,0.98812,3.473952,499126.8068,288.6385968,COMPLETE
2025-11-25T22:58:36.804258,35,50,16,596,791,22,0.99276,3.503156,627362.8775,286.7028852,COMPLETE
2025-11-25T23:51:59.615214,40,50,16,547,718,23,0.99069,3.508275,564252.4356,286.0793688,COMPLETE
2025-11-28T01:54:51.046475,199,38,14,976,723,10,0.99165,3.509815,1447379.536,286.0503018,COMPLETE
2025-11-26T06:54:25.601632,80,36,16,643,789,6,0.99037,3.56406,625436.0271,281.5858904,COMPLETE
2025-11-26T05:13:02.657378,69,35,16,717,754,5,0.98988,3.593733,732529.3092,279.2201859,COMPLETE
2025-11-27T04:26:03.240341,174,28,19,555,932,4,0.98782,3.604053,640444.2822,278.217398,COMPLETE
2025-11-27T02:52:30.748624,168,33,12,512,895,2,0.99009,3.616257,648391.0701,277.5080188,COMPLETE
2025-11-26T06:36:12.556447,78,23,16,754,970,6,0.98468,3.616384,529831.6812,276.9573077,COMPLETE
2025-11-26T03:46:06.697741,60,33,16,666,918,3,0.99172,3.636059,600694.4662,276.1650401,COMPLETE
2025-11-26T03:24:41.647259,58,39,16,449,925,3,0.99126,3.663035,408992.5469,274.0936645,COMPLETE
2025-11-28T08:42:25.783871,223,51,19,707,734,10,0.99282,3.706551,1123879.973,271.0445915,COMPLETE
2025-11-26T08:10:30.504065,88,40,16,615,791,8,0.99148,3.70507,633538.2709,271.0184337,COMPLETE
2025-11-26T22:31:42.462261,146,41,11,768,813,22,0.99297,3.722616,1135268.215,269.8952979,COMPLETE
2025-11-28T13:46:27.034000,6,62,2,580,695,10,0.9945,3.906,,263.2434007,COMPLETE
2025-11-27T00:23:36.860782,156,34,7,341,1031,0,0.98951,3.833698,405162.7039,261.7657509,COMPLETE
2025-11-26T00:14:36.575033,42,62,16,937,761,0,0.99474,3.855055,1107445.948,260.8436713,COMPLETE
2025-11-26T22:12:08.177025,144,38,4,523,936,22,0.99237,3.895431,713130.4987,257.9180032,COMPLETE
2025-11-26T18:33:52.454757,128,63,16,854,804,18,0.99501,3.908183,1398677.212,257.3443816,COMPLETE
2025-11-26T05:39:37.050079,72,49,16,686,763,5,0.99289,3.956537,776194.2585,254.0052779,COMPLETE
2025-11-27T04:03:08.334344,172,44,15,433,952,4,0.99225,3.959978,579446.1538,253.7216555,COMPLETE
2025-11-27T07:32:36.806063,186,57,11,635,819,7,0.99379,3.966036,972858.7957,253.4899286,COMPLETE
2025-11-25T20:49:52.405676,25,54,16,828,811,20,0.99485,3.973704,984745.0751,253.1093759,COMPLETE
2025-11-26T17:26:01.163247,123,63,16,893,840,17,0.99551,4.079496,1369865.047,246.6493198,COMPLETE
2025-11-27T11:06:11.831023,198,52,11,871,788,11,0.99448,4.088333,1394293.029,246.0164708,COMPLETE
2025-11-26T22:00:41.676154,143,50,9,459,940,22,0.99271,4.110712,642452.6679,244.5078599,COMPLETE
2025-11-26T09:39:57.196891,96,40,16,545,897,9,0.99232,4.16519,572181.3893,241.2870862,COMPLETE
2025-11-27T03:03:57.697306,169,39,19,670,949,3,0.99404,4.216292,950810.8124,238.5492241,COMPLETE
2025-11-26T18:23:22.416983,127,59,16,447,1069,18,0.9943,4.228244,584260.8565,237.9047996,COMPLETE
2025-11-27T09:31:33.303424,193,48,10,772,840,9,0.99423,4.255937,1201678.993,236.3588841,COMPLETE
2025-11-27T16:00:45.542510,6,,16,,,16,0.98515,4.24712,756351.8424,235.9386721,COMPLETE
2025-11-26T03:32:16.523212,59,32,16,870,987,3,0.99295,4.272976,775977.8875,235.2939297,COMPLETE
2025-11-28T07:22:54.911113,219,41,20,318,1061,10,0.99037,4.2899,401500.0724,234.1126668,COMPLETE
2025-11-26T01:46:57.344608,49,29,16,529,1184,1,0.99213,4.353195,422947.6112,230.8993348,COMPLETE
2025-11-25T20:03:48.391166,20,34,16,722,1032,20,0.9939,4.38441,702452.0917,229.4408592,COMPLETE
2025-11-27T16:00:45.542506,5,,16,,,15,0.98524,4.371344,783890.0348,229.2565957,COMPLETE
2025-11-26T04:31:13.961924,64,36,16,618,1041,4,0.99382,4.452678,614594.7411,225.935947,COMPLETE
2025-11-27T10:12:23.281845,195,25,10,832,1184,10,0.99114,4.465924,879484.3941,225.0018275,COMPLETE
2025-11-26T17:11:15.021506,122,22,16,957,1444,17,0.99079,4.465699,839157.2365,224.9781094,COMPLETE
2025-11-27T05:57:58.901677,180,48,4,240,1217,5,0.9892,4.543654,272208.7873,220.9771809,COMPLETE
2025-11-26T01:26:01.036305,47,44,16,856,1010,1,0.99588,4.633266,901071.2761,217.3884747,COMPLETE
2025-11-25T20:22:45.121105,22,39,16,399,1085,20,0.99268,4.633633,372695.3213,217.0513801,COMPLETE
2025-11-28T08:06:05.537884,221,52,18,931,877,10,0.99566,4.668138,1551884.896,215.7541744,COMPLETE
2025-11-26T18:17:53.633739,126,35,16,265,1441,18,0.99175,4.672358,279252.2678,215.1696959,COMPLETE
2025-11-26T09:27:38.527194,95,44,16,647,977,9,0.99496,4.755443,684423.7301,211.7513509,COMPLETE
2025-11-26T23:00:20.575740,148,56,2,754,1039,23,0.99667,5.039809,1208770.439,200.0572179,COMPLETE
2025-11-28T03:46:38.182007,206,35,12,542,1167,10,0.99421,5.092855,733694.2447,197.7445188,COMPLETE
2025-11-25T22:26:08.477830,32,62,16,667,1003,22,0.99603,5.114423,749079.9927,197.0984777,COMPLETE
2025-11-25T21:24:28.486658,28,18,16,490,1706,21,0.98445,5.143553,266217.3737,194.8331386,COMPLETE
2025-11-26T16:18:39.291299,117,33,16,537,1460,16,0.99576,5.509834,676007.0384,183.0396711,COMPLETE
2025-11-27T04:37:19.224910,175,49,14,482,1247,4,0.99598,5.578976,679514.6174,180.8123631,COMPLETE
2025-11-26T17:58:51.880909,125,37,16,825,1358,17,0.99713,5.608686,1083657.53,179.9778805,COMPLETE
2025-11-26T09:07:16.355087,93,20,16,987,1633,9,0.99008,5.659659,618019.1866,177.6670903,COMPLETE
2025-11-26T21:05:10.369498,138,46,9,422,1319,21,0.99536,6.022703,554397.4935,167.544405,COMPLETE
2025-11-25T20:29:55.331103,23,53,16,422,1311,20,0.99576,6.077934,419241.0854,166.0755918,COMPLETE
2025-11-27T02:34:20.087223,167,26,2,926,1568,2,0.99502,6.115466,1030167.707,164.9918364,COMPLETE
2025-11-25T20:16:25.269864,21,40,16,352,1684,20,0.996,6.510622,305690.285,155.1651557,COMPLETE
2025-11-26T16:42:44.084871,120,33,16,861,1644,16,0.99744,6.647182,1087481.468,152.1536901,COMPLETE
2025-11-26T08:38:56.643362,90,41,16,623,1301,8,0.99673,6.841023,661185.3744,147.819968,COMPLETE
2025-11-27T00:46:47.616408,159,30,4,603,1899,0,0.99711,7.856509,734085.409,128.9639955,COMPLETE
2025-11-25T22:04:23.402813,31,56,16,964,1532,22,0.99879,7.893025,1214363.1,128.5431382,COMPLETE
2025-11-25T22:42:57.795974,34,32,16,916,1913,22,0.99794,7.970328,847825.9547,127.229351,COMPLETE
2025-11-26T06:13:03.288054,75,42,16,253,1987,6,0.99524,7.986376,194765.4888,126.7072381,COMPLETE
2025-11-27T02:07:17.977539,165,52,4,480,1933,2,0.99815,8.905501,676984.0854,114.0751452,COMPLETE
2025-11-25T23:15:52.971030,37,43,16,695,1783,23,0.99839,9.019099,741280.3355,112.6848203,COMPLETE
2025-11-25T18:57:31.715992,15,64,16,843,1306,18,0.9905,9.293846,1011632.029,108.6180816,COMPLETE
2025-11-26T08:21:47.329526,89,64,16,794,1706,8,0.99879,9.379347,929100.2635,108.4662304,COMPLETE
2025-11-27T12:46:26.473353,205,46,1,828,1909,12,0.99897,9.737776,1282914.159,104.5598531,COMPLETE
2025-11-26T13:32:08.026600,107,47,16,998,1855,13,0.99905,10.064002,1141025.202,101.2390502,COMPLETE
2025-11-26T09:58:19.262561,98,64,16,728,1847,9,0.99887,10.405504,810934.3564,97.9599855,COMPLETE
2025-11-28T14:56:59.347000,15,48,7,460,410,10,0.9792,1.982,,-8.1,COMPLETE
2025-11-28T14:08:19.674000,11,44,8,200,675,10,0.9789,2.566,,-11.4,COMPLETE
2025-11-28T12:56:04.720000,0,48,4,600,300,10,0.9732,1.586,,-67.7,COMPLETE
2025-11-28T13:18:22.246000,3,26,4,340,790,10,0.9695,2.62,,-104.6,COMPLETE
2025-11-28T13:03:03.461000,1,32,5,400,400,10,0.9606,1.585,,-193.7,COMPLETE
T,0,,16,,,18,,,,-500,PARSE_ERROR
T,1,,16,,,18,,,,-500,PARSE_ERROR
T,2,,16,,,18,,,,-500,PARSE_ERROR
2025-11-27T16:00:45.542513,7,,16,,,19,,,,-500,PARSE_ERROR
2025-11-27T16:00:45.542519,9,,16,,,19,,,,-500,PARSE_ERROR
2025-11-25T17:56:24.570983,10,63,16,969,940,10,,,,-500,PARSE_ERROR
2025-11-25T17:58:42.132064,11,63,16,945,994,17,,,,-500,PARSE_ERROR
2025-11-25T18:04:09.475440,12,51,16,980,370,18,,,,-500,PARSE_ERROR
2025-11-25T18:21:00.884179,13,63,16,967,1229,18,,,,-500,PARSE_ERROR
2025-11-25T18:45:28.121495,14,63,16,999,784,18,,,,-500,PARSE_ERROR
2025-11-25T19:16:13.566672,16,57,16,962,325,19,,,,-500,PARSE_ERROR
2025-11-25T19:27:33.409039,17,64,16,878,579,19,,,,-500,PARSE_ERROR
2025-11-25T23:41:03.216961,39,37,16,657,822,23,,,,-500,PARSE_ERROR
2025-11-26T10:49:10.277870,102,52,16,589,563,10,,,,-500,PARSE_ERROR
2025-11-26T11:45:30.411901,103,38,16,432,298,11,,,,-500,PARSE_ERROR
2025-11-26T14:45:21.731379,113,44,16,618,644,14,,,,-500,PARSE_ERROR
2025-11-26T15:44:05.501057,116,49,16,958,1694,15,,,,-500,PARSE_ERROR
2025-11-26T16:30:53.110678,118,45,16,585,337,16,,,,-500,PARSE_ERROR
2025-11-26T16:42:13.168314,119,48,16,633,702,16,,,,-500,PARSE_ERROR
2025-11-26T18:57:52.504041,129,49,16,228,110,18,,,,-500,PARSE_ERROR
2025-11-26T19:36:13.017718,131,55,19,832,1096,19,,,,-500,PARSE_ERROR
2025-11-26T20:34:29.336432,134,56,10,600,150,20,,,,-500,PARSE_ERROR
2025-11-27T15:50:36.221042,213,51,16,869,722,15,,,,-500,PARSE_ERROR
2025-11-27T15:59:00.126485,214,35,15,991,186,15,,,,-500,PARSE_ERROR
2025-11-26T15:26:09.971508,115,45,16,705,431,15,0.98024,2.082557,1051521.372,-500.3,COMPLETE
2025-11-27T01:30:29.156870,162,41,11,530,473,1,0.9792,2.009394,739119.6258,-505.5,COMPLETE
2025-11-26T21:56:29.865760,142,49,12,205,829,21,0.97908,2.730149,220863.5021,-506.1,COMPLETE
2025-11-28T02:14:12.695089,200,63,18,704,382,10,0.9789,2.000494,1139331.19,-507,COMPLETE
2025-11-26T02:13:00.014562,51,34,16,469,540,2,0.97873,2.019031,406982.0225,-507.85,COMPLETE
2025-11-26T12:58:15.211621,104,48,16,697,396,12,0.97864,1.999326,746097.828,-508.3,COMPLETE
2025-11-26T21:43:19.334999,140,42,8,222,784,21,0.97841,2.631578,240790.0577,-509.45,COMPLETE
2025-11-26T14:23:00.016915,111,31,16,725,503,14,0.97781,2.19168,712591.4563,-512.45,COMPLETE
2025-11-28T00:56:28.528711,196,39,19,364,546,10,0.97764,2.19005,471137.8718,-513.3,COMPLETE
2025-11-27T00:31:02.995042,157,16,7,677,1428,0,0.97763,4.107369,465607.8007,-513.35,COMPLETE
2025-11-28T07:15:32.081164,218,35,14,923,421,10,0.97722,1.967467,1312264.677,-515.4,COMPLETE
2025-11-28T05:27:01.222208,212,38,20,605,445,10,0.97716,2.009362,856879.2585,-515.7,COMPLETE
2025-11-26T14:35:18.008853,112,39,16,562,443,14,0.97697,2.164873,578417.9843,-516.65,COMPLETE
2025-11-26T04:55:31.665646,67,24,16,616,724,4,0.97676,2.600762,459242.6517,-517.7,COMPLETE
2025-11-28T00:48:10.875789,195,64,16,418,445,10,0.9765,2.002569,588099.0721,-519,COMPLETE
2025-11-28T06:14:49.930630,215,27,12,904,544,10,0.97647,2.222469,1060913.649,-519.15,COMPLETE
2025-11-27T03:46:36.244250,171,43,12,659,391,3,0.97629,1.828315,969623.3341,-520.05,COMPLETE
2025-11-27T15:27:11.637186,212,57,17,847,325,15,0.97565,1.70403,1385023.806,-523.25,COMPLETE
2025-11-26T17:02:00.852771,121,27,16,509,583,17,0.97525,1.907471,532517.3579,-525.25,COMPLETE
2025-11-28T00:15:33.521898,193,39,16,929,366,10,0.97511,1.733208,1396373.291,-525.95,COMPLETE
2025-11-26T13:20:19.914125,106,41,16,667,382,13,0.9748,1.863705,686190.6476,-527.5,COMPLETE
2025-11-26T07:30:37.869905,83,34,16,578,439,7,0.9743,1.966269,536876.1336,-530,COMPLETE
2025-11-27T02:04:07.442473,164,18,6,196,1516,2,0.97428,4.264588,145950.511,-530.1,COMPLETE
2025-11-27T12:38:14.662752,203,39,13,306,542,12,0.97421,2.023365,377084.9443,-530.45,COMPLETE
2025-11-25T22:39:40.915916,33,49,16,208,687,22,0.97407,2.355632,162350.7719,-531.15,COMPLETE
2025-11-26T04:42:24.516559,65,19,16,245,1199,4,0.97398,3.348042,140308.9142,-531.6,COMPLETE
2025-11-26T00:51:38.566480,44,46,16,613,356,0,0.97308,1.549181,626610.7041,-536.1,COMPLETE
2025-11-27T14:35:06.515258,210,60,12,888,289,14,0.9722,1.496051,1459114.939,-540.5,COMPLETE
2025-11-27T11:46:13.420762,200,52,12,573,335,11,0.97086,1.586366,844079.7664,-547.2,COMPLETE
2025-11-27T23:51:57.560235,192,54,18,526,336,10,0.97037,1.545718,787365.7456,-549.65,COMPLETE
2025-11-27T00:18:31.262279,155,18,11,341,1007,0,0.97012,2.870129,274410.4778,-550.9,COMPLETE
2025-11-28T01:11:58.340933,197,21,8,975,617,10,0.97001,2.122733,904192.4787,-551.45,COMPLETE
2025-11-27T12:00:36.417749,201,61,12,734,286,12,0.9693,1.445378,1160575.536,-555,COMPLETE
2025-11-26T03:01:45.470128,55,16,16,830,969,3,0.96837,2.547589,394555.9336,-559.65,COMPLETE
2025-11-26T21:47:51.084018,141,22,1,527,608,21,0.96831,1.95539,496498.5521,-559.95,COMPLETE
2025-11-27T01:00:20.037996,160,31,10,800,375,1,0.968,1.559467,1015089.743,-561.5,COMPLETE
2025-11-27T00:39:30.438194,158,44,11,326,415,0,0.96741,1.64661,416409.1032,-564.45,COMPLETE
2025-11-27T08:30:47.517995,189,58,11,564,291,8,0.96601,1.419201,844527.2877,-571.45,COMPLETE
2025-11-26T10:13:41.268809,99,52,16,613,281,10,0.96532,1.601451,664826.8341,-574.9,COMPLETE
2025-11-26T19:26:06.750232,130,50,1,439,320,19,0.96457,1.339564,588456.4382,-578.65,COMPLETE
2025-11-28T05:12:19.877210,211,31,18,457,385,10,0.96446,1.579867,568429.5569,-579.2,COMPLETE
2025-11-25T21:46:54.537637,30,63,16,859,230,21,0.96187,1.219468,1030946.145,-592.15,COMPLETE
2025-11-26T21:01:28.425773,137,26,8,218,599,21,0.96176,1.831949,199891.0289,-592.7,COMPLETE
2025-11-25T23:30:02.747591,38,30,16,680,339,23,0.96158,1.64512,635533.5897,-593.6,COMPLETE
2025-11-27T04:49:36.111800,176,43,8,941,243,4,0.96151,1.238091,1450409.678,-593.95,COMPLETE
2025-11-25T21:16:07.011356,27,62,16,474,268,21,0.95992,1.162868,484451.9992,-601.9,COMPLETE
2025-11-28T02:59:08.141708,203,46,12,881,232,10,0.95964,1.245403,1412811.951,-603.3,COMPLETE
2025-11-27T07:49:30.799900,187,49,9,718,236,7,0.9584,1.171075,1114886.8,-609.5,COMPLETE
2025-11-28T04:26:04.910838,208,49,16,959,214,10,0.95775,1.182252,1587731.209,-612.75,COMPLETE
2025-11-28T14:04:16.765000,10,52,4,160,155,10,0.9178,0.681,,-622,COMPLETE
2025-11-28T08:23:05.076045,222,51,19,643,224,10,0.95516,1.174589,1006010.39,-625.7,COMPLETE
2025-11-26T14:15:53.130691,110,38,16,448,274,14,0.95479,1.243726,411143.3694,-627.55,COMPLETE
2025-11-26T22:51:18.501600,147,25,9,501,352,22,0.9523,1.187346,526412.4713,-640,COMPLETE
2025-11-26T08:00:57.280866,86,16,16,491,659,8,0.95159,1.876339,236696.1735,-643.55,COMPLETE
2025-11-27T12:44:54.682544,204,33,13,82,987,12,0.94949,2.545381,63202.0221,-654.05,COMPLETE
2025-11-25T21:07:05.040320,26,24,16,750,304,21,0.94623,1.056724,526507.5924,-670.35,COMPLETE
2025-11-25T19:50:11.779889,18,32,16,300,300,19,0.94508,1.064002,243228.3259,-676.1,COMPLETE
2025-11-26T20:05:44.912617,133,40,6,500,200,20,0.94021,0.816961,671274.5905,-700.45,COMPLETE
2025-11-27T22:22:18.901231,186,34,19,973,183,10,0.9378,0.849749,1358321.526,-712.5,COMPLETE
2025-11-25T20:38:06.472110,24,36,16,689,181,20,0.93581,0.792656,689955.5847,-722.45,COMPLETE
2025-11-28T13:30:05.505000,5,48,2,270,100,10,0.9049,0.544,,-750.7,COMPLETE
2025-11-26T09:50:17.833072,97,25,16,588,222,9,0.92908,0.897193,464138.4188,-756.1,COMPLETE
2025-11-26T08:05:18.560667,87,36,16,331,705,8,0.92267,2.759619,280686.9756,-788.15,COMPLETE
2025-11-27T22:43:46.168835,188,39,20,429,152,10,0.91854,0.666716,582567.0747,-808.8,COMPLETE
