variant,csr,prefetch,simd,pruning,heap,flat_index,M,ML,EFC,EFS,build_time_internal_ms,build_time_local_ms,queries_per_sec,avg_recall,avg_query_time_ms,avg_dists,last_query_dists,total_query_time_ms,log_file,run_index
results/ablation_20251203_143520/params_M43_ML14_EFC130_EFS1355/baseline/run_20251203_160809_754.log,1,,,,,,,,,,,,,,,,,
no_csr,1,0,0,0,0,0,43,14,130,1355,3344.083022,4526.132083, 212.491510, 0.979280, 4.706070, 27299.434600, 22455, 47060.703805
results/ablation_20251203_143520/params_M43_ML14_EFC130_EFS1355/no_csr/run_20251203_161116_782.log,1,,,,,,,,,,,,,,,,,
no_prefetch,0,1,0,0,0,0,43,14,130,1355,2952.669465,2957.407199, 317.727196, 0.979280, 3.147354, 27299.433000, 22455, 31473.541248
results/ablation_20251203_143520/params_M43_ML14_EFC130_EFS1355/no_prefetch/run_20251203_161212_822.log,1,,,,,,,,,,,,,,,,,
no_simd,0,0,1,0,0,0,43,14,130,1355,3009.762756,3014.630762, 320.262284, 0.979280, 3.122441, 27299.433000, 22455, 31224.407323
results/ablation_20251203_143520/params_M43_ML14_EFC130_EFS1355/no_simd/run_20251203_161250_247.log,1,,,,,,,,,,,,,,,,,
no_pruning,0,0,0,1,0,0,43,14,130,1355,2997.526667,3000.735456, 390.268779, 0.979280, 2.562337, 27299.433000, 22455, 25623.366617
results/ablation_20251203_143520/params_M43_ML14_EFC130_EFS1355/no_pruning/run_20251203_161327_628.log,1,,,,,,,,,,,,,,,,,
heap,0,0,0,0,1,0,43,14,130,1355,2977.179844,2981.888948, 407.602505, 0.979280, 2.453371, 27299.433000, 22455, 24533.705952
results/ablation_20251203_143520/params_M43_ML14_EFC130_EFS1355/heap/run_20251203_161400_793.log,1,,,,,,,,,,,,,,,,,
dynamic_struct,0,0,0,0,0,1,43,14,130,1355,2853.570500,2858.307998, 401.477467, 0.979280, 2.490800, 27299.433000, 22455, 24907.998163
results/ablation_20251203_143520/params_M43_ML14_EFC130_EFS1355/dynamic_struct/run_20251203_161431_167.log,1,,,,,,,,,,,,,,,,,
nothing,1,1,1,1,1,0,43,14,130,1355,2832.716465,3893.222853, 209.653201, 0.979280, 4.769782, 27299.434600, 22455, 47697.816926
results/ablation_20251203_143520/params_M43_ML14_EFC130_EFS1355/nothing/run_20251203_161501_764.log,1,,,,,,,,,,,,,,,,,
baseline,0,0,0,0,0,0,48,17,222,1767,,,,,,,,
results/ablation_20251203_143520/params_M48_ML17_EFC222_EFS1767/baseline/run_20251203_162126_250.log,1,,,,,,,,,,,,,,,,,
no_csr,1,0,0,0,0,0,48,17,222,1767,,,,,,,,
results/ablation_20251203_143520/params_M48_ML17_EFC222_EFS1767/no_csr/run_20251203_162153_621.log,1,,,,,,,,,,,,,,,,,
no_prefetch,0,1,0,0,0,0,48,17,222,1767,3750.201074,3755.070843, 201.443604, 0.993200, 4.964169, 44568.882900, 33245, 49641.685209
results/ablation_20251203_143520/params_M48_ML17_EFC222_EFS1767/no_prefetch/run_20251203_162323_986.log,1,,,,,,,,,,,,,,,,,
no_simd,0,0,1,0,0,0,48,17,222,1767,2999.717154,3004.460746, 248.851251, 0.993200, 4.018465, 44568.882900, 33245, 40184.648257
results/ablation_20251203_143520/params_M48_ML17_EFC222_EFS1767/no_simd/run_20251203_162421_680.log,1,,,,,,,,,,,,,,,,,
no_pruning,0,0,0,1,0,0,48,17,222,1767,3078.127368,3082.755691, 223.716278, 0.993200, 4.469947, 44568.882900, 33245, 44699.474117
results/ablation_20251203_143520/params_M48_ML17_EFC222_EFS1767/no_pruning/run_20251203_162507_968.log,1,,,,,,,,,,,,,,,,,
heap,0,0,0,0,1,0,48,17,222,1767,,,,,,,,
results/ablation_20251203_143520/params_M48_ML17_EFC222_EFS1767/heap/run_20251203_162628_691.log,1,,,,,,,,,,,,,,,,,
dynamic_struct,0,0,0,0,0,1,48,17,222,1767,,,,,,,,
results/ablation_20251203_143520/params_M48_ML17_EFC222_EFS1767/dynamic_struct/run_20251203_162653_162.log,1,,,,,,,,,,,,,,,,,
nothing,1,1,1,1,1,0,48,17,222,1767,3022.180745,4168.476178, 138.067332, 0.993200, 7.242843, 44568.887900, 33245, 72428.429442
results/ablation_20251203_143520/params_M48_ML17_EFC222_EFS1767/nothing/run_20251203_162732_279.log,1,,,,,,,,,,,,,,,,,
